folio,nro,Real,Prediccion_RF,Probabilidad_RF,Prediccion_LR,Probabilidad_LR
913-000366-A-0011,3.0,1,1,0.7647607078545335,0,0.26216625004449223
514-001460-A-0201,2.0,1,1,0.9890105524775258,1,0.9774217473107055
912-000180-A-0081,3.0,1,1,0.9994112030063608,1,0.951020361348564
413-002288-A-0151,4.0,1,1,0.9696670656857782,1,0.8386797448244316
263-016857-A-0051,3.0,1,1,0.9664122125314182,1,0.9377896758653065
212-000728-A-0091,4.0,1,1,0.6096475371247707,0,0.3324067696613507
553-004914-A-0021,2.0,0,0,0.28688996700539143,0,0.005254788901689331
823-001665-A-0051,2.0,0,0,0.2122430773947763,1,0.552616285921383
742-020200-A-0091,4.0,1,1,0.6845550673520872,0,0.40229345094979924
713-007157-A-0111,4.0,1,1,0.8542288776414917,1,0.9514252088505463
713-008065-A-0261,4.0,1,1,0.9284098025425872,1,0.6290609347126686
322-008386-A-0131,3.0,1,1,0.9654784782045647,1,0.8428593558051574
744-023178-D-0191,3.0,1,1,0.9196996505851198,1,0.5491391954205802
133-002990-A-0111,4.0,1,1,0.9694230358887895,1,0.9361607032844084
341-014869-D-0061,3.0,1,1,0.5874822635722562,0,0.298389749178346
623-002067-A-0011,3.0,1,1,0.8318029394276011,0,0.43763714497282646
443-004549-A-0101,5.0,1,1,0.5070289592341801,0,0.2266741507690805
721-013867-A-0041,3.0,1,1,0.5298396559344799,0,0.12796470477505673
952-000835-D-0211,4.0,1,1,0.8544907831567563,1,0.9446930043354462
222-019011-A-0311,5.0,1,1,0.9726275356292106,1,0.9007608674243056
314-003437-A-0141,5.0,1,1,0.9806116957126078,1,0.9256461368930493
623-002467-A-0141,5.0,1,1,0.8443399716174389,0,0.39334398199473997
212-001208-A-0141,3.0,1,1,0.8173893477744592,1,0.6873158755607346
743-020524-A-0061,4.0,1,0,0.30168585869794173,0,0.061661902614484274
313-002701-A-0091,6.0,1,1,0.9921368199279793,1,0.8276601018183136
722-012905-A-0031,3.0,1,1,0.9903380491895357,1,0.7441532753540422
262-009934-A-0061,7.0,1,1,0.9723796788339008,1,0.9774888044952947
111-000005-A-0121,4.0,1,1,0.9905690634260168,1,0.9525546729465543
712-002702-A-0151,6.0,0,0,0.4057894973129326,0,0.006147788864508841
732-015084-A-0161,4.0,1,1,0.9816263593806247,1,0.6227862404052915
732-019017-A-0081,7.0,1,1,0.8904741754509458,1,0.6464681442796993
914-000492-A-0041,5.0,1,1,0.9853140918809995,1,0.9794125349861389
112-000438-A-0011,2.0,1,1,0.9649713940252216,1,0.9678770689246076
833-002626-A-0101,6.0,1,1,0.9961634918359461,1,0.9158604272630456
251-029564-D-0011,5.0,1,1,0.6535962756446014,0,0.2698942209359612
344-016866-D-0571,3.0,1,1,0.9593422092856091,1,0.8567748309806881
222-018727-A-0051,4.0,1,1,0.739775514687807,1,0.6124203808917591
222-018790-A-0081,5.0,1,1,0.9257435909161426,1,0.9235529369802696
314-004233-A-0021,3.0,1,1,0.8954145647920704,1,0.7857332323222415
643-004014-D-0161,9.0,1,1,0.8595693433666907,0,0.4118050721637302
523-003597-A-0081,3.0,1,0,0.2546365163084835,1,0.5463312392706227
751-023428-D-0291,3.0,1,1,0.9123424434957034,1,0.5759843074179382
822-001286-A-0121,4.0,1,0,0.4991701333284506,0,0.27194507309662724
832-003161-A-0081,3.0,1,0,0.3354895944209613,0,0.12579810569226207
714-009760-A-0081,3.0,1,1,0.9249365974927368,1,0.9244064315147594
543-008248-D-0341,3.0,1,1,0.9717528946629618,1,0.7015357499619113
953-000856-D-0191,3.0,1,0,0.4862123857140343,0,0.15426087941483893
413-002030-A-0021,4.0,1,1,0.9897541312746307,1,0.9183701101348934
263-015803-A-0051,5.0,1,1,0.918418576595842,1,0.674278023501791
314-005175-A-0031,3.0,0,0,0.26000032270641404,1,0.5865092926025781
512-000222-A-0441,3.0,1,1,0.8803922772273499,1,0.6509863814738012
313-001272-A-0161,3.0,1,1,0.7614317147055566,1,0.5245044364059305
712-001908-A-0191,3.0,1,1,0.9710721085776955,1,0.869656764607787
