folio,nro,Real,Prediccion_RF,Probabilidad_RF,Prediccion_LR,Probabilidad_LR
723-013190-A-0361,4.0,1,1,0.9110032378153765,1,0.6233997789614031
253-025040-D-0041,2.0,1,1,0.8485872709926671,1,0.5600750587903509
643-004096-D-0141,3.0,1,1,0.7184653002793401,0,0.34175231850235366
213-002964-A-0021,3.0,1,1,0.8405409066673701,1,0.7680985238516075
821-001056-A-0081,2.0,1,1,0.9749534143700532,1,0.8318709793757935
213-002448-A-0101,3.0,1,1,0.9917460998687792,1,0.9782519965412513
514-001418-A-0231,4.0,1,1,0.9549299243940824,1,0.8505863014843675
713-005618-A-0191,6.0,0,1,0.8696676722453829,1,0.9561035034224361
212-000853-A-0111,3.0,1,1,0.8904728806225074,1,0.952354339360537
823-002062-A-0231,3.0,1,1,0.6936911341837106,0,0.49771068139217445
823-002443-A-0061,4.0,1,1,0.8369745276030734,0,0.3452204683279871
312-000504-A-0051,3.0,1,1,0.7551006561177309,1,0.5732570121257377
722-012849-A-0321,7.0,1,1,0.9713206249514794,1,0.6212995441525208
511-000003-A-0181,3.0,1,1,0.83534554810167,1,0.6660040190247706
813-000434-A-0011,3.0,1,1,0.8761760229900064,1,0.5002739140442906
941-000909-D-0191,7.0,1,1,0.9718602237554893,1,0.5056590797685981
443-005398-A-0031,3.0,1,1,0.9515093951088099,1,0.7164881566539134
132-002776-A-0201,3.0,1,1,1.0,1,0.9820444880453651
324-008042-A-0071,3.0,1,1,0.9969859665720594,1,0.9442988303719789
213-003452-A-0081,5.0,1,1,0.9825802050971166,1,0.8664133178761784
351-015674-D-0051,3.0,1,1,0.5154786659955916,0,0.23129146329616068
213-001695-A-0391,3.0,1,1,0.9928317703351801,1,0.9378992582223862
712-001371-A-0061,3.0,1,1,0.7261068610383861,0,0.30403718841223343
713-005034-A-0331,3.0,1,1,0.9003812945328906,1,0.557161985996003
943-000645-A-0071,5.0,1,1,0.6413786227866467,1,0.5798709673279918
633-002834-A-0031,5.0,1,1,0.7623490570276741,1,0.9862664716633552
753-022819-D-0071,4.0,1,1,0.5821232378936457,0,0.21094076603405995
323-007476-A-0011,4.0,1,1,0.7167986655646641,1,0.5963309374390657
714-009569-A-0011,3.0,1,1,0.8518609687300286,0,0.4837215014175144
312-000984-A-0011,2.0,1,1,0.9697350200695635,1,0.7672836680389439
622-002370-A-0101,7.0,1,1,0.715989534315422,1,0.9878431232945614
344-013086-A-0451,5.0,1,1,0.782943723440707,1,0.6275460075965436
953-000917-D-0101,5.0,1,1,0.9475255156379478,1,0.9030444844568133
751-021735-D-0021,2.0,0,0,0.08886803964407403,0,0.022585995959776946
223-019087-A-0101,5.0,1,1,0.9263446362106122,1,0.8417203459120975
262-010187-A-0011,4.0,1,1,0.9776946265800783,1,0.9841700117274661
311-000252-A-0131,4.0,1,0,0.16690010800779406,1,0.5318883883779015
723-015398-A-0131,4.0,1,1,0.7632381410667818,0,0.1787183617197496
912-000131-A-0051,5.0,1,1,0.9898806149586612,1,0.9652817221463428
713-007520-A-0181,5.0,1,1,0.9322869649980006,1,0.5495112226788266
622-002323-A-0081,4.0,1,1,0.9152702206232669,1,0.927503973409863
313-003171-A-0031,2.0,1,1,0.7926937015850155,0,0.4637670850919705
314-006592-A-0081,3.0,1,1,0.9971247509728431,1,0.9762272643548778
751-021735-D-0161,3.0,1,1,0.9241235554768842,1,0.5312946540034247
532-003322-A-0121,3.0,1,1,0.9261851827435647,1,0.7911093356611115
213-002535-A-0211,3.0,1,1,0.9984226227287845,1,0.9459470382765757
114-002078-A-0151,3.0,1,1,0.9957460448077549,1,0.8915127420466075
724-017891-A-0191,3.0,1,1,0.9863184497400831,1,0.8900163913825242
222-006863-A-0101,3.0,1,1,0.7378985628979715,0,0.38877512447639956
142-004969-D-0101,4.0,1,1,0.5419660562176135,0,0.428727250144325
213-002262-A-0401,3.0,1,1,0.9741127352980679,1,0.9536453085981207
852-003590-D-0051,5.0,1,1,0.9734524722488529,1,0.7495615143093555
133-002990-A-0061,3.0,1,1,0.9621958295059104,1,0.8649629653990587
953-000688-D-0181,5.0,1,1,0.8335651414418208,1,0.5624794976651675
213-002262-A-0301,3.0,1,1,0.7326206811368877,0,0.4489049150378141
953-000916-D-0041,4.0,1,1,0.5634981347759767,0,0.3643607196338265
262-009630-A-0081,4.0,1,1,0.9971121062842925,1,0.8775671790931105
312-000874-A-0401,9.0,1,1,0.9985686392342787,1,0.9556864234191548
314-004288-A-0251,4.0,1,1,0.9977281459383911,1,0.96162742213613
732-016720-A-0061,3.0,1,1,0.7748266810194863,0,0.42821565454319366
442-007200-D-0151,8.0,1,1,0.6218899978007913,1,0.7034199095509134
314-003864-A-0071,3.0,1,1,0.9702804408911389,1,0.892656552572315
714-012067-A-0461,2.0,1,1,0.9544150487793346,1,0.8585563277630406
842-003349-A-0061,3.0,1,0,0.4111587390619596,0,0.10979539834199684
252-026518-D-0171,3.0,1,1,0.927448375991958,0,0.4568211398944646
351-015465-D-0131,4.0,1,1,0.9288902338425473,1,0.5390588431288756
112-000649-A-0081,3.0,1,1,0.993443028908461,1,0.9044140694895861
232-018290-A-0081,6.0,0,0,0.4211587023080567,0,0.21188360804220083
114-002232-A-0021,4.0,1,1,0.9618630294732846,1,0.8051701375628157
623-002467-A-0111,4.0,1,1,0.9724934710530455,1,0.907316283749793
714-011833-A-0051,2.0,1,1,0.9897172489081836,1,0.788493712975139
111-000071-A-0331,6.0,1,1,0.9505190059828775,1,0.907963174885017
223-019068-A-0061,3.0,1,1,0.9556773055264529,1,0.6401718379716899
632-002789-A-0141,5.0,1,1,0.9467720252917188,1,0.7446480583961904
721-015811-A-0191,3.0,1,1,0.9354461043134392,1,0.9048903677383179
914-000451-A-0191,2.0,1,1,0.9941031536842218,1,0.9305960492379001
444-005058-A-0091,3.0,1,1,0.9701110515497571,1,0.7303619453873315
152-004020-D-0211,3.0,1,1,0.9789075934195108,1,0.7760029264588658
613-001018-A-0101,4.0,1,1,0.8286801096830978,1,0.9789920417555477
263-015943-A-0101,3.0,1,1,0.9618603670541692,1,0.6780355568893487
312-000571-A-0301,3.0,1,1,0.9524519500554323,1,0.9811639831242751
313-003116-A-0111,3.0,1,1,0.7853471203835005,1,0.5321496970922459
213-002101-A-0011,4.0,1,1,0.9912471098127118,1,0.8895843729512969
843-003285-A-0261,6.0,1,1,0.6577667339007721,0,0.25344456676678323
262-012154-A-0221,4.0,1,1,0.972539589328137,1,0.9127441932295034
262-011636-A-0081,4.0,1,1,0.9441834282784651,1,0.9748688853555432
541-006807-D-0161,5.0,1,1,0.8903644437469416,1,0.5961463175547015
251-028611-D-0211,3.0,1,1,0.8457865515316221,1,0.8233676010605033
211-000040-A-0221,3.0,1,1,0.7460634858491194,1,0.6113980537958759
114-002386-A-0091,3.0,1,1,0.7968092550173886,1,0.9233861940076523
312-001040-A-0101,4.0,1,1,0.981058667603269,1,0.9374830118827293
414-003426-A-0101,3.0,1,1,0.9301672374173555,1,0.7121096827176956
914-000539-A-0171,3.0,1,1,0.9775092364076508,1,0.9488006716364156
622-002273-A-0081,8.0,1,1,0.9399653210761569,1,0.753166590762693
931-000547-A-0121,3.0,1,1,0.9087654705982796,1,0.6985126763971451
722-012849-A-0291,4.0,1,1,0.9241871284511088,1,0.9421824448062162
154-003762-D-0181,2.0,1,1,0.9866003973311437,1,0.9463518181018505
222-018704-A-0021,2.0,1,1,0.9838233307489923,1,0.7765179123063229
414-002825-A-0171,3.0,1,1,0.9554509087065274,1,0.8577395007513613
443-005398-A-0031,4.0,1,1,0.9862084583334464,1,0.7779083084366717
411-000098-A-0031,4.0,1,1,0.7590583201349796,1,0.5867315852075783
532-002410-A-0111,8.0,1,1,0.5423689977814524,0,0.3537822412351011
714-010437-A-0161,3.0,1,1,0.9050445089573997,1,0.5441494680201062
824-002121-A-0081,5.0,1,1,0.9609867758720793,1,0.7244982212662163
323-010430-A-0121,4.0,1,1,0.6588565789588431,0,0.2805781884499885
713-007157-A-0161,5.0,1,0,0.22643133888386133,0,0.018664237782152062
751-023428-D-0141,3.0,1,1,0.734092345240623,0,0.19790551218765523
413-002100-A-0131,5.0,1,1,0.8544713368597744,0,0.4778287083794272
712-003035-A-0081,5.0,1,1,0.9159547815997124,1,0.9267203879154072
912-000144-A-0061,3.0,1,1,0.9877132947577629,1,0.9146737206908573
713-008065-A-0011,4.0,1,1,0.9162611020811194,1,0.5781744318309643
223-019292-A-0061,4.0,1,1,0.9053183602420186,1,0.9523777756890431
212-000728-A-0081,4.0,1,1,0.9889635007882343,1,0.966721568067962
351-017513-D-0061,3.0,1,1,0.9423912153066712,1,0.6297905638728174
414-002740-A-0151,5.0,1,1,0.7963733437421336,1,0.9655696033830469
263-015113-A-0141,2.0,1,1,0.9464173816816721,1,0.8348441165379091
553-004914-A-0101,4.0,1,1,0.638599199835363,0,0.23316064345914467
441-007186-D-0041,3.0,1,0,0.48449411326994246,0,0.17103510050583012
713-006294-A-0291,3.0,0,1,0.5560168509688977,0,0.02399349437042319
713-007075-A-0401,1.0,0,1,0.6451358044693718,0,0.18834152906961646
212-000914-A-0161,4.0,1,1,0.9825669366954041,1,0.7306533777529113
713-005885-A-0211,4.0,1,1,0.9756110912681987,1,0.5212106469600243
941-000909-D-0261,3.0,1,0,0.38009419492373087,0,0.22411512337389414
722-017252-A-0121,2.0,1,1,0.9576144691253903,1,0.7736080225591164
314-005227-A-0241,8.0,1,1,0.9754245595409621,1,0.9369099876300901
322-009877-A-0781,5.0,1,1,0.829595729994523,1,0.6238292367136644
723-013060-A-0231,4.0,1,1,0.9285513518813195,1,0.7829849746556279
722-017252-A-0141,3.0,1,1,0.9858060945088022,1,0.8605552212536981
313-002352-A-0181,8.0,1,1,0.969953785196088,1,0.922784772181679
212-000316-A-0071,4.0,1,1,0.9943215808959964,1,0.8227914090154268
262-011760-A-0101,4.0,1,1,0.9941732593838742,1,0.8730995366023357
341-014869-D-0221,5.0,1,1,0.7988728955840824,1,0.6478429740817635
263-014976-A-0141,3.0,1,1,0.9874072564651533,1,0.7667513735481766
262-008674-A-0031,3.0,1,1,0.6273018024713061,0,0.43733893249478917
821-000995-A-0041,4.0,1,0,0.4131574898617708,0,0.16160178750286
831-003028-A-0101,4.0,1,1,0.9115880477494371,1,0.6001828319785306
244-023633-A-0161,5.0,1,1,0.9634067789901278,1,0.8040884700711531
823-001665-A-0221,4.0,1,1,0.9958504839972968,1,0.9020985818879168
314-004233-A-0111,4.0,1,1,0.9636143861870243,1,0.9801103190014329
721-014617-A-0211,4.0,1,1,0.9276562206981248,1,0.6913802149004056
262-009780-A-0141,5.0,1,1,0.9709349483680996,1,0.8898689714056884
532-003322-A-0011,4.0,1,1,0.9023724070345174,1,0.7611690644781475
441-006427-D-0041,3.0,1,1,0.8187855266756164,1,0.6251879427107007
264-017349-A-0011,4.0,1,1,0.9496970312926452,1,0.876750512720896
543-003994-A-0011,4.0,1,1,0.971727938840098,1,0.6696738824695746
313-001432-A-0171,3.0,1,1,0.9843294858635414,1,0.956432585243095
263-015521-A-0301,2.0,1,1,0.8732686176141083,1,0.8442458748310195
832-003161-A-0581,2.0,1,1,0.5594339289244504,0,0.32942441307265014
214-006642-A-0281,4.0,1,0,0.263865702436041,1,0.5593973373073565
713-006884-A-0251,4.0,1,1,0.9500015932958739,1,0.894617235755435
242-024601-D-0011,4.0,0,1,0.7880451316402637,1,0.5960094727073313
222-018704-A-0091,6.0,1,1,0.9712377967268782,1,0.6228160338617427
312-000624-A-0031,4.0,1,1,0.9525428018052005,1,0.820191253627225
731-017936-A-0261,3.0,1,1,0.6424740670761109,0,0.3680433510957857
261-008021-A-0181,6.0,1,1,0.9962427530676541,1,0.9425426955121028
314-004413-A-0331,3.0,1,1,0.9516813702841862,1,0.8001110680638639
312-000495-A-0211,4.0,1,1,0.995981511743749,1,0.9322158726207801
712-003224-A-0151,3.0,1,1,0.9706795070750057,1,0.9384709567480696
262-009305-A-0201,5.0,1,1,0.870991725938985,1,0.9799070101096392
813-000434-A-0151,3.0,1,1,0.814411907609354,1,0.6745628528187305
244-021740-A-0131,2.0,1,0,0.4826496668210597,0,0.22561101713988177
723-012334-A-0101,3.0,1,1,0.9622148868871212,1,0.9543186753446431
712-001695-A-0121,3.0,1,1,0.9785975238713678,1,0.8695790235166166
412-000536-A-0011,4.0,1,1,0.9784249795363436,1,0.7294441673464034
214-006401-A-0661,4.0,1,1,0.9901419827066809,1,0.8781194368956357
152-003967-D-0111,3.0,1,1,0.5006254497437302,0,0.21443677704847644
212-000973-A-0101,5.0,1,1,0.9539500315460058,1,0.8238289236914741
823-001665-A-0131,3.0,1,1,0.934882400959607,1,0.6771665996281802
721-012495-A-0861,4.0,1,1,0.8154077886368346,0,0.337393366589919
951-001039-D-0011,3.0,1,1,0.7017653073757534,0,0.3502290275592468
511-000003-A-0011,6.0,1,1,0.9561237868497733,1,0.8224561836016216
613-000806-A-0011,4.0,1,1,0.6489461226493676,0,0.4204498965690782
114-002160-A-0031,5.0,1,1,0.959853394576396,1,0.9779311585121787
623-002124-A-0231,2.0,1,1,0.982347062177626,1,0.9392642787546805
222-018926-A-0261,5.0,1,1,0.8534417634224504,1,0.5109644059728112
533-001749-A-0041,4.0,1,1,0.9624552694823331,1,0.8449161384999976
213-001757-A-0121,4.0,1,1,0.9560169024256933,1,0.7120197804228836
262-012904-A-0051,4.0,1,1,0.9613421009344739,1,0.636817456491131
214-006080-A-0061,2.0,1,1,0.7945089898156713,0,0.4454885088917966
541-006878-D-0241,4.0,1,1,0.9509914387232885,1,0.7699756208867153
153-005291-D-0111,4.0,1,1,0.9320863407074743,1,0.7634501313809591
712-001586-A-0071,3.0,1,1,0.7391327400333697,1,0.9377669848766302
711-000925-A-0101,4.0,1,1,0.8810677319537699,1,0.9121465986471573
411-000372-A-0401,4.0,1,1,0.8086920816890036,0,0.4974299122823245
314-005713-A-0841,4.0,1,1,0.9901959539799937,1,0.8935671095732324
743-020984-A-0081,5.0,1,1,0.5784004453076911,0,0.3489243303097073
622-002323-A-0171,3.0,1,1,0.9703415612465437,1,0.9647548670483913
413-002497-A-0121,4.0,1,1,0.9781084385814645,1,0.9000081350375094
723-012979-A-0041,5.0,1,1,0.9411394041014457,1,0.961076821900768
312-000823-A-0181,3.0,1,1,0.9966546510496388,1,0.9450561025872252
533-002196-A-0191,5.0,1,1,0.9889127844699772,1,0.918659496562933
931-000547-A-0021,4.0,1,1,0.7754489685414773,1,0.6282861004874282
744-023178-D-0121,4.0,1,1,0.6878127221674697,0,0.41476829037406465
553-006644-D-0141,4.0,1,1,0.9482413133199449,1,0.574439300017758
143-004823-D-0031,4.0,1,1,0.9159046718584978,1,0.8564537754624357
133-002537-A-0051,3.0,1,1,0.9884788743354007,1,0.8761436458409556
454-005133-A-0011,3.0,1,1,0.9914074498354959,1,0.8209726440414612
214-004649-A-0521,4.0,1,1,0.9671851263263062,1,0.824949900289539
952-000836-D-0131,4.0,1,1,0.882131886168592,1,0.548892736622225
114-002021-A-0031,4.0,1,1,0.9200870766187319,1,0.8629573859894316
632-002789-A-0231,4.0,1,1,0.9953374023150263,1,0.9209080332522784
323-010252-A-0131,6.0,1,1,0.9850242484398692,1,0.7827657796912378
711-000842-A-0051,4.0,1,1,0.5783484167302557,0,0.47003228347153003
642-003569-A-0031,3.0,1,1,0.9303771465796323,0,0.26049758597536127
213-002797-A-0151,4.0,1,1,0.9678529482049547,1,0.9239894401428502
814-000883-A-0021,2.0,1,1,0.969523352103499,1,0.7849181094996799
313-002164-A-0221,3.0,1,1,0.9317025382782949,1,0.788168569086704
151-004332-D-0131,3.0,1,1,0.9081169530054062,1,0.8058455517008131
614-001261-A-0491,4.0,1,1,0.9732690257937816,1,0.9476528001062252
212-000254-A-0191,4.0,1,1,0.9822282566950103,1,0.7976622273624905
332-006851-A-0011,4.0,1,1,0.9968214855882076,1,0.9251129735300058
213-003452-A-0071,3.0,1,1,0.8260122794467921,0,0.436048270496814
413-002288-A-0021,2.0,1,1,0.932609789300912,1,0.7326065693567827
552-007138-D-0011,3.0,1,1,0.5546759353625865,0,0.3054787777874789
723-013128-A-0181,4.0,1,1,0.9443847021466716,1,0.913368714915759
313-002526-A-0181,2.0,1,1,0.8664831502835509,1,0.668772061757952
713-004442-A-0081,2.0,1,1,0.64798761649408,0,0.2551413180675615
222-019049-A-0091,3.0,1,1,0.6635613756622921,0,0.3245358228163338
912-000225-A-0101,4.0,1,1,0.7526968597008976,0,0.331597646238528
314-004829-A-0231,7.0,1,1,0.9646650548881371,1,0.8644643053999366
324-010856-A-0111,3.0,1,1,0.8954308353986162,1,0.6363098730622103
314-005227-A-0061,3.0,1,1,0.9887953340349268,1,0.9093330702099244
613-000517-A-0011,5.0,1,1,0.958139414937029,1,0.9607910733241734
212-000914-A-0101,4.0,1,1,0.9325167331736488,1,0.9704871056392007
724-017891-A-0171,3.0,1,1,0.8664213404995297,1,0.9423534564352063
222-018704-A-0091,5.0,1,1,0.8804738056465837,1,0.6343255845440854
314-004640-A-0051,8.0,1,1,0.9795040192280354,1,0.8806253163470829
413-001789-A-0121,5.0,1,1,0.9312991854387672,1,0.8484717883663826
222-006863-A-0341,2.0,1,1,0.6124402980966103,0,0.4222584312224662
553-006047-D-0291,7.0,1,1,0.9697651212591055,1,0.7004202207354355
323-010047-A-0281,3.0,1,1,0.9551198561529786,1,0.9037931775502104
553-007544-D-0171,3.0,1,1,0.8107564186597581,0,0.41226063851173683
732-015084-A-0241,4.0,1,1,0.805261409422952,1,0.8909073604217372
314-006592-A-0111,3.0,1,1,0.8831198345448541,1,0.700618950867791
323-010612-A-0121,3.0,1,1,0.9326484892226888,1,0.9896546119262404
714-009569-A-0011,4.0,1,1,0.9114914367902306,1,0.7838918889422264
831-002594-A-0071,4.0,1,1,0.9131247202568055,1,0.6272039022093078
713-008406-A-0161,6.0,1,1,0.9277251024474784,1,0.8859136288734293
314-003437-A-0111,3.0,1,1,0.697949506828393,1,0.5252394722092615
814-000658-A-0091,2.0,1,0,0.4401951443979009,0,0.32367140548178847
314-004640-A-0211,4.0,1,1,0.9825411210993942,1,0.9619351244942425
523-003162-A-0121,3.0,1,1,0.7819953910936264,1,0.6016085478394276
622-001897-A-0011,3.0,1,1,0.8121775890337136,1,0.5752593216001652
263-015521-A-0171,4.0,1,1,0.8438604474894464,0,0.4960912637686319
214-004573-A-0061,3.0,1,1,0.9040503310416697,1,0.5362607996464336
213-003452-A-0051,3.0,1,1,0.9955157632331323,1,0.9136521318375238
812-000322-A-0051,3.0,1,1,0.9892234391074155,1,0.902937393674589
222-018746-A-0151,3.0,1,1,0.9740590262903343,1,0.8150852329903524
351-014883-D-0041,3.0,1,1,0.8589215076616472,1,0.6832076569072192
634-003286-A-0171,4.0,1,1,0.7405622789634015,1,0.9151051714454266
513-001030-A-0221,4.0,1,1,0.9759462771023696,1,0.6678471294661171
213-001428-A-0301,6.0,1,1,0.81957502583766,0,0.3716904546838522
441-006550-D-0101,7.0,1,1,0.9725609809425371,1,0.7274575013140943
232-019531-A-0051,3.0,1,1,0.9696746751402939,1,0.7093144663839702
253-025040-D-0051,2.0,1,1,0.541192706464418,0,0.25059063366084766
244-021740-A-0031,3.0,1,1,0.5658662920747556,0,0.24615270149909596
843-003272-A-0051,3.0,1,1,0.9690379706366237,1,0.9317748725733549
711-000444-A-0181,5.0,1,1,0.9305853720270233,1,0.8493686934652672
623-002671-A-0161,3.0,1,0,0.12128846950842875,0,0.3321354785078328
614-001863-A-0041,4.0,1,1,0.9761596588579154,1,0.9089987922164182
711-000003-A-0111,5.0,1,1,0.9227048359487581,1,0.9035554471256504
843-003272-A-0021,3.0,1,0,0.4856976657558989,0,0.1636534767675899
142-003210-A-0051,2.0,1,1,0.5994895456676843,0,0.3400208193603559
714-009569-A-0101,4.0,1,1,0.9517581162531478,1,0.6043677218144076
713-006537-A-0271,3.0,1,1,0.753541349586423,0,0.3799031522984885
732-015084-A-0201,2.0,1,1,0.877353185035178,1,0.9357373068862498
713-006884-A-0071,2.0,1,1,0.8584566038340778,0,0.49175988363477724
261-007325-A-0251,3.0,1,1,0.8574325701231692,1,0.9818006068648598
712-003902-A-0171,2.0,1,1,0.9327215736691127,1,0.862055719298055
114-001814-A-0111,4.0,1,1,0.985756334894275,1,0.9781239240851185
312-000930-A-0071,3.0,1,1,0.9325204765405071,1,0.7588900581771102
262-010187-A-0041,2.0,1,1,0.8131048021348671,1,0.6542649108165963
222-020535-A-0221,2.0,1,1,0.9130324388377659,1,0.7776747561965713
212-000795-A-0261,4.0,1,1,0.9881247570359447,1,0.8701174561406204
722-012849-A-0061,5.0,1,1,0.9513780043531082,1,0.7419646051267201
713-006701-A-0091,4.0,1,1,0.7050986057846987,0,0.4837373406643763
652-004259-D-0131,3.0,1,1,0.9333687923663845,1,0.6662293217450784
211-000040-A-0301,5.0,1,1,0.9309977991570243,1,0.861744392585044
643-004019-D-0301,4.0,1,1,0.60599744921961,0,0.27019080781345395
314-004682-A-0321,5.0,1,1,0.7899400550521903,1,0.591998950658165
511-000108-A-0121,3.0,1,1,0.8586877014546963,1,0.9731121546542318
263-013152-A-0021,3.0,1,1,0.9336220430775154,1,0.6573369149811522
314-005340-A-0081,4.0,1,1,0.9696477176065073,1,0.8096192379334999
142-003210-A-0111,6.0,1,1,0.995622884137949,1,0.7071483095148781
911-000020-A-0111,7.0,1,1,0.9316218950228332,1,0.9744100770341408
262-009630-A-0121,5.0,1,1,0.9375049935432507,1,0.7208561824915846
241-021702-A-0131,3.0,1,1,0.6564434454313882,0,0.2390243322786864
814-000746-A-0151,3.0,1,1,0.9063395265811389,1,0.6768873612649283
512-000496-A-0011,2.0,1,1,0.8212497271107924,1,0.7898646588576214
443-004584-A-0121,4.0,1,1,0.9223390316976074,1,0.6144077775418343
712-001122-A-0011,4.0,1,1,0.9058626750368223,0,0.47533398804982346
712-001586-A-0031,3.0,1,1,0.9188325054584697,1,0.942040794458372
213-001778-A-0181,4.0,1,1,0.8913349965908378,1,0.6542064052935816
713-005713-A-0341,5.0,1,1,0.9507762277843307,1,0.5440583257456023
114-002078-A-0091,3.0,1,1,0.8118852447377188,1,0.5630137406625505
221-006775-A-0121,4.0,1,1,0.9421630517181613,1,0.9173168044986628
314-004171-A-0021,2.0,1,1,0.8696240124081182,0,0.4589211272406502
953-001042-D-0121,3.0,0,1,0.8442403349832267,0,0.2283909427210423
443-004829-A-0121,1.0,1,1,0.727339574265933,0,0.45961777495025824
311-000019-A-0231,2.0,1,0,0.4941647062708379,0,0.19641440067099533
324-008629-A-0251,3.0,1,1,0.7076492425991838,0,0.4646084580695934
524-003207-A-0071,3.0,1,1,0.9936437810380433,1,0.9058087359956382
261-007698-A-0261,3.0,1,0,0.36327492501041436,0,0.05192973699505351
432-003623-A-0041,5.0,1,1,0.9932369613065198,1,0.9736734350692673
112-000438-A-0091,4.0,1,1,0.990957332560259,1,0.9428739688214874
713-005885-A-0051,4.0,1,1,0.9331075582692099,1,0.6272849257928192
222-018837-A-0051,3.0,1,1,0.9922866578235181,1,0.8856443235997472
314-005910-A-0051,5.0,1,1,0.9962840688984356,1,0.9704246429137041
453-006231-D-0121,5.0,1,1,0.9199455046101132,1,0.6309228164563645
314-005616-A-0291,4.0,1,1,0.9995564527824669,1,0.962171223806736
751-023647-D-0121,4.0,1,1,0.6998416812052592,0,0.14684039360502968
112-000564-A-0061,3.0,1,0,0.4346285034258466,0,0.3290260099144008
752-022283-D-0271,4.0,1,0,0.4806906333788683,0,0.1369511822261909
212-000914-A-0101,3.0,1,1,0.9024218419357853,1,0.743229434735354
341-014869-D-0261,4.0,1,1,0.9222912979019267,1,0.7318304820529312
522-003465-A-0011,4.0,1,1,0.8821281354213181,1,0.6597598355249663
344-013086-A-0031,5.0,1,1,0.7029601819604092,1,0.5877779538565917
314-003864-A-0071,5.0,1,1,0.6705236450223061,0,0.4255614516944777
751-023647-D-0131,6.0,1,1,0.806870662195655,1,0.897688668598889
432-004307-A-0011,7.0,1,1,0.9448772711914232,1,0.8223152568045136
312-000504-A-0091,4.0,1,1,0.9993075517460817,1,0.9239824714889202
533-002196-A-0111,3.0,1,1,0.9191222366824542,1,0.7873568901312361
733-016046-A-0241,3.0,1,1,0.9507158352253303,1,0.9121618268846275
522-003535-A-0051,3.0,1,1,0.8700437711894574,1,0.9706407489064512
314-005227-A-0221,4.0,1,1,0.8081167120410031,1,0.6867334662309866
113-000893-A-0011,3.0,1,1,0.977523052241621,1,0.819508738354341
313-002913-A-0031,4.0,1,1,0.9995564527824669,1,0.9387849448818586
411-000372-A-0401,5.0,1,1,0.8865852459785014,1,0.7415887270669212
953-000917-D-0141,7.0,1,1,0.8896101477407056,1,0.7483411560082867
931-000577-A-0011,3.0,1,1,0.9904964979323296,1,0.8441021714894412
314-006043-A-0151,3.0,1,1,0.9351455423005399,1,0.6502999171919611
514-001650-A-0321,2.0,1,1,0.9948281525844248,1,0.9033738533913198
313-001759-A-0281,3.0,1,1,0.9992774403827267,1,0.9811300438200815
312-000624-A-0061,4.0,1,1,0.9925398207409463,1,0.928134880129386
714-008911-A-0471,4.0,1,1,0.8514435422833899,0,0.482570278110623
814-000746-A-0151,4.0,1,1,0.9642141078287184,1,0.8586384019844778
154-003762-D-0011,2.0,1,1,0.9812731722109628,1,0.8831469713615663
223-019068-A-0171,3.0,1,1,0.8891558428905976,1,0.9772852546011175
713-008025-A-0031,3.0,1,1,0.8969753409373455,1,0.8283831915036857
211-000040-A-0301,4.0,1,0,0.49722393737050247,0,0.2760762306721801
743-020296-A-0361,6.0,0,0,0.285941786654201,0,0.012370416740672735
714-009369-A-0081,4.0,1,1,0.968724426233115,1,0.8490008683930653
713-006294-A-0131,3.0,1,1,0.9607562601766605,1,0.8716930555445154
722-014689-A-0551,2.0,1,1,0.5201370421492353,0,0.12524064922049943
613-001018-A-0201,3.0,1,1,0.9090066745029735,1,0.5644762790921168
343-015468-D-0791,3.0,1,1,0.9639632758986642,1,0.8496055376723557
744-022007-D-0421,7.0,0,0,0.22463614771288665,0,0.06521661517586748
614-001379-A-0111,3.0,1,1,0.9211290072371315,1,0.6574082533082644
231-019706-A-0011,4.0,1,1,0.951166472419974,1,0.9573775081916038
721-018021-A-0241,3.0,1,1,0.8657345218609703,0,0.44687859442629835
742-020200-A-0061,6.0,1,1,0.9390318152119584,1,0.7078123706839863
731-018410-A-0041,2.0,1,1,0.9391470655001111,1,0.8068802018551571
263-015943-A-0051,3.0,1,0,0.40338647222136836,0,0.18183805315029902
152-005059-D-0281,4.0,1,1,0.6767485864000954,0,0.4718128706268787
613-000402-A-0861,2.0,1,1,0.8560882307713913,1,0.6135907118469114
252-029477-D-0361,4.0,1,1,0.9756520763233626,1,0.5707024364157416
822-001461-A-0011,6.0,1,1,0.9605237258476806,1,0.9183219892225353
712-003130-A-0331,3.0,1,1,0.8518609687300286,0,0.48347030899494686
514-001418-A-0191,3.0,1,1,0.9973465856592812,1,0.9724600349871507
732-019017-A-0011,4.0,1,1,0.8111427645773257,0,0.4709249580446954
261-008021-A-0181,7.0,1,1,0.8786274423125204,1,0.9783901878240605
153-004743-D-0031,7.0,1,1,0.8957553307400322,1,0.7183930952053674
442-005461-A-0111,3.0,1,1,0.9833203301441853,1,0.7377949406936316
711-000925-A-0261,3.0,1,1,0.7945839341510644,0,0.3307232965967887
152-004376-D-0021,4.0,1,1,0.9585481162636207,1,0.8297503555525171
711-000125-A-0291,3.0,1,1,0.7021539927180288,0,0.15943922045635292
221-018596-A-0341,5.0,1,1,0.8101866077230911,1,0.5903729591572711
132-002776-A-0281,2.0,1,1,0.8986694507283588,1,0.6601759915790345
721-015811-A-0141,3.0,1,1,0.9422735373594111,1,0.8647285635102945
