folio,area,depto,nro,s01a_02,s01a_03,s01a_04a,s01a_04b,s01a_04c,s01a_05,s01a_05a,s01a_05b,s01a_05c,s01a_06,s01a_07_1,s01a_07_2,s01a_07_3,s01a_08,s01a_09,s01a_09npioc,s01a_10,s01b_11a,s01b_11b,s01b_11c,s01b_11d,s01b_11e,s01b_12,s01b_12e,s01b_13a,s01b_10a,s01b_13b,s02a_01a,s02a_01b,s02a_01e,s02a_02a,s02a_02b,s02a_02c,s02a_02d,s02a_02e,s02a_02f,s02a_02g,s02a_02h,s02a_02he,s02a_03a,s02a_03b,s02a_03c,s02a_03d,s02a_03e,s02a_04a,s02a_04b,s02a_04c,s02a_04d,s02a_05,s02b_06,s02b_06b,s02b_07,s02b_08,s02b_09a,s02b_09b,s02b_10,s02b_10e,s02b_11,s02b_12a1,s02b_12a2,s02b_12b,s02b_13,s02b_14,s02b_14a,s02c_15,s02d_16,s02d_17,s02d_17a,s03a_01,s03a_01a,s03a_02a,s03a_02c,s03a_03a,s03a_03c,s03a_04,s03a_05,s03a_05e,s03a_06a,s03a_06c,s03a_07a,s03a_07b,s03a_08,s03a_09,s03b_10,s03b_11,s03b_11e,s03b_12,s03c_13,s03c_13a,s03c_14,s03c_15a,s03c_15b,s03c_16a,s03c_16b,s03c_17aa,s03c_17ab,s03c_17e,s04a_01,s04a_02,s04a_02a,s04a_03,s04a_04,s04a_05,s04a_06,s04a_06e,s04a_07,s04a_07e,s04a_08,s04b_09a_cod,s04b_10a_cod,s04b_11aa,s04b_11ab,s04b_11ba,s04b_11bb,s04b_12,s04b_13,s04b_14,s04b_15,s04b_16aa,s04b_16ab,s04c_17a,s04c_17b,s04c_18a,s04c_18b,s04c_19aa,s04c_19ab,s04c_19ba,s04c_19bb,s04c_20a1,s04c_20a2,s04c_20b,s04c_20a_1,s04c_20a_2,s04c_21a,s04c_21a1,s04c_21a2,s04c_21b,s04c_21b1,s04c_21b2,s04c_21c,s04c_21c1,s04c_21c2,s04c_21d,s04c_21d1,s04c_21d2,s04c_21e,s04c_21e1,s04c_21e2,s04d_22a,s04d_22b,s04d_23aa,s04d_23ab,s04d_23ba,s04d_23bb,s04d_23ca,s04d_23cb,s04d_23da,s04d_23db,s04d_23ea,s04d_23eb,s04d_23fa,s04d_23fb,s04d_23ga,s04d_23gb,s04d_23ha,s04d_23hb,s04d_24a,s04d_24b,s04d_24ba,s04d_24bb,s04d_24bc,s04e_25,s04e_26_cod,s04e_27,s04e_28,s04e_29,s04e_30a,s04e_30b,s04f_31a,s04f_31b,s04f_32a,s04f_32a1,s04f_32b,s04f_32b1,s04f_32c,s04f_32c1,s04f_33a,s04f_33b,s04f_34a,s04f_34b,s04f_34ba,s04f_34bb,s04f_34bc,s04f_35,s04f_36,s05a_01a,s05a_01b,s05a_01c,s05a_01d,s05a_01e,s05a_01e0,s05a_01f,s05a_02a,s05a_02b,s05a_02c,s05a_02ce,s05a_03a,s05a_03b,s05a_03c,s05a_04a,s05a_04b,s05a_04c,s05a_04d,s05b_05aa,s05b_05ab,s05b_05ba,s05b_05bb,s05b_05ca,s05b_05cb,s05b_06aa,s05b_06ab,s05b_06ae,s05b_06ba,s05b_06bb,s05b_06be,s05b_06ca,s05b_06cb,s05b_06ce,s05c_07,s05c_08,s05c_09a,s05c_09b,s05c_09be,s05c_09aa,s05c_10,upm,estrato,factor,tipohogar,niv_ed,niv_ed_g,cmasi,educ_prev,aestudio,cobersalud,hnv_ult_a,quienatenparto,cob_op,caeb_op,caeb_os,pet,pea,pei,condact,phrs,shrs,tothrs,yprilab,yseclab,ylab,ynolab,yper,yhog,yhogpc,z,zext,p0,p1,p2,pext0,pext1,pext2,Asistencia_Escolar,Nivel_Educativo_Alcanzado,ICV,IASB,pared_buena,piso_bueno,techo_bueno,agua_mejorada,electricidad,sanit_mejorado,internet,ratio_dependencia,sexo_jefe,nivel_ed_jefe,ocup_jefe,vivienda_precaria,sin_servicios
111-000005-A-0121,1.0,1.0,4.0,1.0,12.0,5.0,12.0,2012.0,4.0,0.0,1.0,2.0,,6.0,,,6.0,1.0,28.0,6.0,1.0,,,,,,,,1.0,,2.0,,,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,41.0,6.0,,,1.0,,,42.0,1.0,1.0,5.0,1.0,1.0,1.0,,,,2.0,,2.0,1.0,2.0,1.0,2.0,1.0,,,2.0,9.0,,10.0,2.0,2.0,1.0,,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,2.0,,,,,,,111-000005-A,111,218.34615100688364,5.0,2.0,1.0,2.0,,6.0,1.0,,,,,,0.0,0.0,1.0,5.0,,,,,,,0.0,0.0,7249.08349609375,1208.1805419921875,1418.699951171875,732.510009765625,1.0,0.14838895201683044,0.02201928198337555,0.0,0.0,0.0,1.0,1.0,3,4,1,1,1,1,1,1,1,0.5,1.0,3.0,7.0,0,0
111-000071-A-0021,1.0,1.0,3.0,2.0,17.0,19.0,8.0,2008.0,3.0,0.0,1.0,0.0,,6.0,,,6.0,2.0,,6.0,1.0,,,,,,,,1.0,,1.0,,,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,,0.0,0.0,0.0,0.0,100.0,1.0,1.0,1.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,1.0,1.0,42.0,4.0,,,1.0,,,42.0,5.0,2.0,,2.0,2.0,4.0,1.0,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,,2.0,9.0,,10.0,2.0,2.0,1.0,,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,0.0,0.0,,,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,2.0,,,,,,,111-000071-A,111,264.5347598737244,3.0,3.0,2.0,2.0,,10.0,1.0,0.0,,,,,1.0,0.0,1.0,5.0,,,,,,,0.0,0.0,8078.39990234375,2692.800048828125,1418.699951171875,732.510009765625,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3,4,1,1,1,1,1,1,1,0.0,1.0,3.0,2.0,0,0
111-000071-A-0091,1.0,1.0,3.0,2.0,15.0,5.0,11.0,2010.0,3.0,0.0,1.0,2.0,,6.0,,,6.0,2.0,,6.0,3.0,,,,ARGENTIN,5.0,,2021.0,3.0,6.0,1.0,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,,0.0,0.0,0.0,0.0,30.0,1.0,1.0,1.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,1.0,1.0,42.0,2.0,,,1.0,,,42.0,3.0,1.0,10.0,1.0,1.0,1.0,,,,2.0,,2.0,2.0,,2.0,,,,,1.0,,,,,,,,,,,52210,47113,3.0,8.0,3.0,8.0,6.0,,2.0,7.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,0.0,0.0,,,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,,35.0,4.0,DESAYUNO ESCOLAR,2.0,,,,,,,111-000071-A,111,264.5347598737244,4.0,3.0,2.0,2.0,,8.0,1.0,0.0,,5.0,6.0,,1.0,1.0,0.0,1.0,21.0,,21.0,,,,35.0,35.0,3979.300048828125,994.8250122070312,1418.699951171875,732.510009765625,1.0,0.2987770140171051,0.08926770091056824,0.0,0.0,0.0,1.0,2.0,3,3,1,1,1,1,1,0,1,0.3333333333333333,1.0,2.0,7.0,0,0
111-000071-A-0091,1.0,1.0,4.0,2.0,13.0,7.0,5.0,2012.0,3.0,0.0,1.0,2.0,,6.0,,,6.0,2.0,,6.0,3.0,,,,ARGENTIN,5.0,,2021.0,3.0,6.0,1.0,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,,0.0,0.0,0.0,0.0,60.0,1.0,1.0,1.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,1.0,1.0,42.0,1.0,,,1.0,,,42.0,2.0,1.0,8.0,1.0,1.0,1.0,,,,2.0,,2.0,2.0,,2.0,,,,,1.0,,,,,,,,,,,52210,47113,3.0,8.0,3.0,8.0,6.0,,3.0,7.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,,35.0,4.0,DESAYUNO ESCOLAR,2.0,,,,,,,111-000071-A,111,264.5347598737244,4.0,3.0,2.0,2.0,,7.0,1.0,0.0,,5.0,6.0,,0.0,1.0,0.0,1.0,21.0,,21.0,,,,35.0,35.0,3979.300048828125,994.8250122070312,1418.699951171875,732.510009765625,1.0,0.2987770140171051,0.08926770091056824,0.0,0.0,0.0,1.0,2.0,3,3,1,1,1,1,1,0,1,0.3333333333333333,1.0,2.0,7.0,0,0
111-000071-A-0231,1.0,1.0,3.0,1.0,10.0,23.0,6.0,2015.0,3.0,,1.0,2.0,,6.0,,,6.0,2.0,,,1.0,,,,,,,,2.0,,1.0,,,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,,0.0,0.0,0.0,0.0,80.0,4.0,4.0,4.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,41.0,4.0,,,1.0,,,41.0,5.0,1.0,9.0,1.0,1.0,4.0,2.0,,,2.0,,1.0,1.0,4.0,2.0,,,,,2.0,9.0,,10.0,2.0,2.0,1.0,,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,2.0,,,,,,,111-000071-A,111,264.5347598737244,5.0,1.0,1.0,2.0,,4.0,1.0,,,,,,0.0,0.0,1.0,5.0,,,,,,,0.0,0.0,3633.36669921875,519.0523681640625,1418.699951171875,732.510009765625,1.0,0.6341351866722107,0.4021274447441101,1.0,0.2914057672023773,0.08491732180118561,1.0,1.0,2,4,0,1,1,1,1,1,1,1.3333333333333333,1.0,2.0,7.0,0,0
111-000071-A-0231,1.0,1.0,4.0,1.0,6.0,5.0,8.0,2019.0,3.0,,1.0,2.0,,6.0,,,6.0,2.0,,,1.0,,,,,,,,1.0,,1.0,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,0.0,0.0,0.0,0.0,300.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,2.0,2.0,13.0,2.0,,,1.0,,,41.0,1.0,1.0,9.0,2.0,1.0,4.0,2.0,,,2.0,,1.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,,,,,,,,111-000071-A,111,264.5347598737244,5.0,0.0,0.0,2.0,,0.0,1.0,,,,,,0.0,,,,,,,,,,0.0,0.0,3633.36669921875,519.0523681640625,1418.699951171875,732.510009765625,1.0,0.6341351866722107,0.4021274447441101,1.0,0.2914057672023773,0.08491732180118561,1.0,0.0,2,4,0,1,1,1,1,1,1,1.3333333333333333,1.0,2.0,7.0,0,0
111-000071-A-0301,1.0,1.0,5.0,2.0,15.0,27.0,10.0,2010.0,3.0,0.0,1.0,2.0,,6.0,27.0,,6.0,2.0,,6.0,1.0,,,,,,,,1.0,,1.0,,,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,,25.0,0.0,0.0,0.0,60.0,1.0,1.0,1.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,1.0,1.0,42.0,4.0,,,1.0,,,42.0,5.0,1.0,10.0,1.0,1.0,4.0,1.0,,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,,,2.0,9.0,,10.0,2.0,2.0,1.0,,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,0.0,0.0,,,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,2.0,,,,,,,111-000071-A,111,264.5347598737244,4.0,3.0,2.0,2.0,,10.0,1.0,0.0,,,,,1.0,0.0,1.0,5.0,,,,,,,0.0,0.0,5099.2001953125,1019.8400268554688,1418.699951171875,732.510009765625,1.0,0.2811446785926819,0.07904233038425446,0.0,0.0,0.0,1.0,2.0,3,4,1,1,1,1,1,1,1,0.0,1.0,1.0,7.0,0,0
111-000071-A-0331,1.0,1.0,6.0,2.0,12.0,26.0,4.0,2013.0,3.0,0.0,1.0,2.0,,6.0,,,6.0,2.0,,6.0,1.0,,,,,,,,1.0,,1.0,,,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,,0.0,0.0,0.0,0.0,60.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,41.0,6.0,,,1.0,,,42.0,1.0,1.0,10.0,1.0,1.0,4.0,1.0,,,2.0,,1.0,2.0,,2.0,,,,,2.0,9.0,,10.0,2.0,2.0,1.0,,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,,200.0,8.0,BONO JUNCITO PINTO,2.0,,,,,,,111-000071-A,111,264.5347598737244,4.0,2.0,1.0,2.0,,6.0,1.0,,,,,,0.0,0.0,1.0,5.0,,,,,,,16.66666603088379,16.66666603088379,10965.6669921875,1827.6112060546875,1418.699951171875,732.510009765625,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3,4,1,1,1,1,1,1,1,0.2,1.0,2.0,8.0,0,0
111-000071-A-0371,1.0,1.0,5.0,2.0,17.0,15.0,1.0,2008.0,3.0,0.0,1.0,2.0,,6.0,,,6.0,2.0,,6.0,1.0,,,,,,,,1.0,,1.0,,,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,,0.0,0.0,0.0,0.0,30.0,1.0,1.0,1.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,1.0,1.0,42.0,5.0,,,1.0,,,42.0,6.0,2.0,,1.0,1.0,4.0,1.0,,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,,,2.0,9.0,,10.0,2.0,2.0,1.0,,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,0.0,0.0,,,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,2.0,,,,,,,111-000071-A,111,264.5347598737244,4.0,3.0,2.0,2.0,,11.0,1.0,0.0,,,,,1.0,0.0,1.0,5.0,,,,,,,0.0,0.0,10706.26953125,2141.25390625,1418.699951171875,732.510009765625,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3,4,1,1,1,1,1,1,1,0.0,1.0,1.0,7.0,0,0
111-000135-A-0011,1.0,1.0,3.0,1.0,12.0,8.0,12.0,2013.0,12.0,0.0,0.0,0.0,,6.0,27.0,,27.0,1.0,28.0,6.0,1.0,,,,,,,,1.0,,1.0,,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,,80.0,0.0,0.0,0.0,60.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,41.0,5.0,,,1.0,,,41.0,6.0,1.0,8.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,2.0,,1.0,2.0,1.0,,,2.0,9.0,,10.0,2.0,2.0,1.0,,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,,320.0,8.0,DESAYUNO ESCOLAR,1.0,8.0,0.0,,,,500.0,111-000135-A,111,123.97995011625682,5.0,1.0,1.0,2.0,,5.0,1.0,,,,,,0.0,0.0,1.0,5.0,,,,,,,68.33333587646484,68.33333587646484,1461.9166259765625,487.3055419921875,1418.699951171875,732.510009765625,1.0,0.6565126180648804,0.43100881576538086,1.0,0.3347455561161041,0.11205458641052246,1.0,1.0,3,4,1,1,1,1,1,1,1,3.0,1.0,1.0,999.0,0,0
111-000135-A-0021,1.0,1.0,3.0,1.0,6.0,19.0,10.0,2019.0,3.0,,1.0,2.0,,6.0,,,6.0,2.0,,,1.0,,,,,,,,1.0,,1.0,,,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,,50.0,0.0,10000.0,2000.0,2500.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,13.0,1.0,,,1.0,,,13.0,2.0,1.0,8.0,2.0,1.0,4.0,1.0,,,2.0,,2.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,320.0,8.0,DESAYUNO ESCOLAR,,,,,,,,111-000135-A,111,123.97995011625682,4.0,0.0,0.0,2.0,,0.0,1.0,,,,,,0.0,,,,,,,,,,26.66666603088379,26.66666603088379,2819.666748046875,563.933349609375,1418.699951171875,732.510009765625,1.0,0.6024999022483826,0.3630061447620392,1.0,0.23013563454151154,0.05296241119503975,1.0,0.0,3,3,1,1,1,1,1,1,0,1.5,1.0,2.0,7.0,0,0
111-000135-A-0051,1.0,1.0,5.0,1.0,7.0,20.0,1.0,2018.0,3.0,,1.0,2.0,,6.0,,,6.0,2.0,,,1.0,,,,,,,,1.0,,1.0,,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,,60.0,0.0,0.0,0.0,800.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,41.0,1.0,,,1.0,,,41.0,2.0,1.0,8.0,1.0,1.0,4.0,1.0,,,2.0,,1.0,2.0,,2.0,,,,,2.0,9.0,,10.0,2.0,2.0,1.0,,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,,400.0,8.0,DESAYUNO ESCOLAR,2.0,,,,,,,111-000135-A,111,123.97995011625682,4.0,1.0,1.0,2.0,,1.0,1.0,,,,,,0.0,0.0,1.0,5.0,,,,,,,33.33333206176758,33.33333206176758,7028.33349609375,1405.666748046875,1418.699951171875,732.510009765625,1.0,0.009186722338199615,8.439586963504553e-05,0.0,0.0,0.0,1.0,1.0,3,4,1,1,1,1,1,1,1,0.25,1.0,1.0,7.0,0,0
111-000135-A-0061,1.0,1.0,2.0,1.0,14.0,3.0,7.0,2011.0,3.0,0.0,0.0,1.0,,6.0,,,6.0,2.0,,6.0,1.0,,,,,,,,1.0,,1.0,,,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,,0.0,0.0,0.0,0.0,80.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,42.0,2.0,,,1.0,,,42.0,3.0,1.0,9.0,1.0,1.0,4.0,1.0,,,1.0,1.0,1.0,1.0,2.0,2.0,,,,,1.0,,,,,,,,,,,94110,56103,1.0,8.0,1.0,8.0,6.0,,3.0,5.0,2.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,0.0,0.0,,,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,,480.0,8.0,DESAYUNO ESCOLAR,2.0,,,,,,,111-000135-A,111,123.97995011625682,3.0,3.0,2.0,2.0,,8.0,1.0,,,9.0,8.0,,1.0,1.0,0.0,1.0,11.25,,11.25,,,,40.0,40.0,2245.0,748.3333129882812,1418.699951171875,732.510009765625,1.0,0.4725217819213867,0.22327683866024017,0.0,0.0,0.0,1.0,2.0,3,4,1,1,1,1,1,1,1,1.0,2.0,2.0,5.0,0,0
111-000135-A-0061,1.0,1.0,3.0,1.0,12.0,30.0,6.0,2013.0,3.0,0.0,0.0,1.0,,6.0,,,6.0,2.0,,6.0,1.0,,,,,,,,1.0,,1.0,,,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,,380.0,0.0,0.0,0.0,50.0,1.0,2.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,41.0,6.0,,,1.0,,,42.0,1.0,1.0,8.0,1.0,1.0,4.0,1.0,,,2.0,,2.0,2.0,,2.0,,,,,1.0,,,,,,,,,,,94110,56103,2.0,2.0,2.0,2.0,6.0,,3.0,5.0,6.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,,480.0,8.0,DESAYUNO ESCOLAR,2.0,,,,,,,111-000135-A,111,123.97995011625682,3.0,2.0,1.0,2.0,,6.0,1.0,,,9.0,8.0,,0.0,1.0,0.0,1.0,32.5,,32.5,,,,40.0,40.0,2245.0,748.3333129882812,1418.699951171875,732.510009765625,1.0,0.4725217819213867,0.22327683866024017,0.0,0.0,0.0,1.0,1.0,3,4,1,1,1,1,1,1,1,1.0,2.0,2.0,5.0,0,0
111-000135-A-0081,1.0,1.0,3.0,2.0,14.0,6.0,7.0,2011.0,3.0,0.0,1.0,2.0,,6.0,27.0,,6.0,2.0,,6.0,1.0,,,,,,,,1.0,,1.0,,,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,,0.0,0.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,1.0,1.0,42.0,1.0,,,1.0,,,42.0,2.0,1.0,9.0,1.0,1.0,4.0,1.0,,,1.0,2.0,1.0,2.0,,2.0,,,,,2.0,9.0,,10.0,2.0,2.0,1.0,,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,0.0,0.0,,,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,2.0,,,,,,,111-000135-A,111,123.97995011625682,4.0,3.0,2.0,2.0,,7.0,1.0,0.0,,,,,1.0,0.0,1.0,5.0,,,,,,,0.0,0.0,4622.25,924.4500122070312,1418.699951171875,732.510009765625,1.0,0.34838229417800903,0.12137022614479065,0.0,0.0,0.0,1.0,2.0,3,4,1,1,1,1,1,1,1,1.0,1.0,2.0,7.0,0,0
111-000135-A-0081,1.0,1.0,4.0,2.0,12.0,2.0,9.0,2013.0,3.0,0.0,1.0,2.0,,6.0,27.0,,6.0,2.0,,6.0,1.0,,,,,,,,1.0,,1.0,,,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,,0.0,0.0,0.0,0.0,160.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,42.0,1.0,,,1.0,,,42.0,2.0,1.0,8.0,1.0,1.0,4.0,1.0,,,2.0,,2.0,2.0,,2.0,,,,,2.0,9.0,,10.0,2.0,2.0,1.0,,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,2.0,,,,,,,111-000135-A,111,123.97995011625682,4.0,3.0,2.0,2.0,,7.0,1.0,,,,,,0.0,0.0,1.0,5.0,,,,,,,0.0,0.0,4622.25,924.4500122070312,1418.699951171875,732.510009765625,1.0,0.34838229417800903,0.12137022614479065,0.0,0.0,0.0,1.0,2.0,3,4,1,1,1,1,1,1,1,1.0,1.0,2.0,7.0,0,0
111-000135-A-0121,1.0,1.0,3.0,1.0,7.0,6.0,4.0,2018.0,3.0,,1.0,2.0,,6.0,,,6.0,2.0,,,1.0,,,,,,,,2.0,,1.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,0.0,0.0,0.0,0.0,20.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,41.0,1.0,,,1.0,,,41.0,2.0,1.0,8.0,1.0,1.0,4.0,1.0,,,2.0,,2.0,2.0,,2.0,,,,,2.0,9.0,,10.0,2.0,2.0,1.0,,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,,480.0,8.0,DESAYUNO ESCOLAR,2.0,,,,,,,111-000135-A,111,123.97995011625682,4.0,1.0,1.0,2.0,,1.0,1.0,,,,,,0.0,0.0,1.0,5.0,,,,,,,40.0,40.0,4021.10009765625,804.2200317382812,1418.699951171875,732.510009765625,1.0,0.43312889337539673,0.18760064244270325,0.0,0.0,0.0,1.0,1.0,3,3,1,1,1,1,1,0,1,1.5,1.0,2.0,7.0,0,0
